Start Date,End Date,Time,Location,Target,Weapons,Reported_Minimum,Reported_Maximum
24-Feb-11,24-Feb-11,,Arbil,,explosion,0,3
24-Feb-11,24-Feb-11,,"Qadisiyah, north Tal Afar","Lieutenant Hussein Mohammad Saleh, officer with Nationality Department of Interior Ministry",magnetic bomb attached to car,1,1
24-Feb-11,24-Feb-11,,"Qayyara, south of Mosul","secutiry checkpoint, civilian killed",gunfire,1,1
24-Feb-11,24-Feb-11,7:00 AM,"Sikak/al-Mahata, Sadiya",man and sons in home,gunfire,4,4
24-Feb-11,24-Feb-11,5:00 PM,"17 Street, Ramadi",'commemoration of Prophet Mohammad's birthday',suicide bomber,14,15
23-Feb-11,23-Feb-11,PM,"Wahda/Karrada, Baghdad",elderly Christian man in home,stabbed,1,1
23-Feb-11,23-Feb-11,,"Ilam, southwest Baghdad",jewellery store owner,gunfire,1,1
23-Feb-11,23-Feb-11,,"old Baquba highway, east Baghdad","Kurdish man, Iyad Mahmud Murad Jaff",gunfire,1,1
23-Feb-11,23-Feb-11,2:00 PM,Halabja,policeman shot dead during protests,gunfire,1,1
22-Feb-11,22-Feb-11,PM,"Mo'alimeen, central Baquba","Ismael Mohammed Mehdi, former armer Brigadier",drive-by shooting,1,1
22-Feb-11,22-Feb-11,,"Wadi Hajar, Mosul",clashes between police and gunmen,gunfire,2,2
22-Feb-11,22-Feb-11,,Mahmudiya,people in liquor store,magnetic bomb,1,1
21-Feb-11,21-Feb-11,PM,Muqdadiya,"Qasim Balasim, imam and former army officer",drive-by shooting,1,1
21-Feb-11,21-Feb-11,,"al-Muaalamen, central Falluja",car driver,magnetic bomb attached to car,1,1
21-Feb-11,21-Feb-11,,"Zanjali, west Mosul",police,roadside bomb,2,2
21-Feb-11,21-Feb-11,,Ninewa,"detainee Khaled Walied Seif al-Din Ayoub, died from torture injuries",tortured,1,1
20-Feb-11,20-Feb-11,,"Wahdeh, east Mosul",house hit by mortar shell,mortar shell,1,1
20-Feb-11,20-Feb-11,,"Qadisiya, east Mosul",woman leaving taxi,gunfire,1,1
17-Feb-11,20-Feb-11,,central Kirkuk,"body of Jamal Mohammed Ibrahim, Egyption, found shot dead",gunfire,1,1
20-Feb-11,20-Feb-11,PM,"Bab Sarai, central Sulaymaniyah",17-year-old Sherko Mohammed and 27-year-old man shot dead during demonstrations,gunfire,2,2
19-Feb-11,19-Feb-11,,"Souk Qadim, central Falluja","civilian car, driver killed",roadside bomb,1,1
19-Feb-11,19-Feb-11,,"Rifai, west Mosul",police on duty,gunfire,2,2
19-Feb-11,19-Feb-11,,"Al-Bab al-Sharqi, Baghdad",protesters,gunfire,0,1
19-Feb-11,19-Feb-11,,"Al-Intissar, east Mosul",house hit by mortar shell,mortar shell,1,1
18-Feb-11,18-Feb-11,,Mosul,police patrol,roadside bomb,3,3
18-Feb-11,18-Feb-11,,east Mosul,body of 20-year-old girl found shot dead,gunfire,1,1
18-Feb-11,18-Feb-11,,south Kirkuk,body of man found handcuffed and shot,"gunfire, executed",1,1
18-Feb-11,18-Feb-11,,north Kirkuk,body found shot dead,gunfire,1,1
17-Feb-11,17-Feb-11,,"Al-Khadhra, west Baghdad",university professor in home,hanged,1,1
17-Feb-11,17-Feb-11,,Mosul,"Hilal al-Ahmadi, journalist",gunfire,1,1
17-Feb-11,17-Feb-11,6:05 PM,"Mahruti, east Muqdadiya",police checkpoint,car bomb,13,13
17-Feb-11,17-Feb-11,PM,"Ain Al Temer, west Karbala","Sheikh Jassim al-Mutairi, leading Sadrist cleric",drive-by shooting,1,1
17-Feb-11,17-Feb-11,,Sulaimaniyah,"people protesting about lack of basic services, corruption and unemployment",gunfire,1,1
16-Feb-11,16-Feb-11,,"Hammam al-Alil, south of Mosul",police convoy,roadside bomb,1,1
16-Feb-11,16-Feb-11,AM,"Wahda/al-Zohour, east Mosul","Khawla al-Sabawi, director of Property Registration Office",drive-by shooting,1,1
16-Feb-11,16-Feb-11,AM,"Qartan, Habbaniyah/al-Khaldiya, east of Ramadi","Sheikh Ali Dayih,leader of Albu-Fahad tribe and brother",rifles,2,2
16-Feb-11,16-Feb-11,,"Nahrawan, west Mosul",bodies of men in their 30s found tortured and shot,"gunfire, tortured, executed",2,2
16-Feb-11,16-Feb-11,9:00 AM onwards,Kut,people protesting about lack of basic services,gunfire,2,3
15-Feb-11,15-Feb-11,,"Al-Damouk, east Kut",man working as interpreter for US military,sniper,1,1
15-Feb-11,15-Feb-11,,Kirkuk,man in front of house,gunfire,1,1
15-Feb-11,15-Feb-11,,south Kirkuk,grocery store owner,stabbed,1,1
15-Feb-11,15-Feb-11,12:00 PM,"Al-Bareed Street, Zafaraniya, east Baghdad",,roadside bomb,1,2
15-Feb-11,15-Feb-11,,"Al-Hadid, northwest Baquba",police vehicle,roadside bomb,1,1
14-Feb-11,14-Feb-11,,"al-Intisar, east Mosul",,gunfire,2,2
12-Feb-11,13-Feb-11,,near Zubair,,roadside bomb,0,1
13-Feb-11,13-Feb-11,,"Tahrir Square, Baghdad",,roadside bomb,2,2
11-Feb-11,12-Feb-11,,"Yaychi, 20 km southwest of Kirkuk",21-year-old student,explosive device left by Iraqi army,0,1
12-Feb-11,12-Feb-11,PM,near Samarra,buses carrying Shiite pilgrims,suicide bomber,36,37
11-Feb-11,11-Feb-11,,"Basheer, Taza, southwest of Kirkuk",clashes over land between Arabs and Turkmen,gunfire,3,4
10-Feb-11,10-Feb-11,AM,"Shaab, north Baghdad",body of man found tortured and shot,"gunfire, tortured, executed",1,1
10-Feb-11,10-Feb-11,,"al-Askari, Hilla",taxi driver,gunfire,1,1
10-Feb-11,10-Feb-11,PM,Falluja,policeman,gunfire from bicycle,1,1
10-Feb-11,10-Feb-11,1:30 PM,near Dujail,Shiite pilgrims,"car bomb, possibly suicide",9,9
10-Feb-11,10-Feb-11,PM,central Falluja,mobile phone shop owner,gunfire,1,1
9-Feb-11,9-Feb-11,10:00-10:30 PM,Kirkuk,police patrols and security building,"car bombs, one suicide",7,10
6-Feb-11,8-Feb-11,,south Mosul,body of kidnapped woman found tortured and shot,"gunfire, tortured, executed",1,1
8-Feb-11,8-Feb-11,,"Al Moushahada, north Baghdad",father and son outside home,"gunfire, executed",2,2
7-Feb-11,8-Feb-11,,"al-Salam, Kirkuk","body of Ra'd Mubarak Mohammed, kidnapped from Khan al-Tamr, found shot dead","gunfire, executed",1,1
7-Feb-11,7-Feb-11,,Iskandariya,"police patrol, woman and man killed",roadside bomb,1,2
7-Feb-11,7-Feb-11,,"al-Khadraa, east Mosul","clashes between police and gunmen, policeman killed",gunfire,1,1
6-Feb-11,6-Feb-11,9:30 AM,"road between Sayyid Sadiq and Nawgirdan, east Sulaymaniyah",body of Kurdish policeman found shot dead,gunfire,1,1
5-Feb-11,5-Feb-11,,"al-Mashtal, east Baghdad",,gunfire,1,1
5-Feb-11,5-Feb-11,,Balad,pilgrims,roadside or car bomb,2,2
5-Feb-11,5-Feb-11,PM,Karmeh,"funeral procession, Hamid al-Halbousi, al-Halabsa tribal chief killed",roadside bomb,1,1
4-Feb-11,4-Feb-11,,south Falluja,police checkpoint,gunfire,1,1
3-Feb-11,3-Feb-11,,"Sadr City, Baghdad","charred, mutilated body of man in his 20s found in garbage","mutilated, burnt",1,1
3-Feb-11,3-Feb-11,,"al-Kadhemiya, Baghdad",body found,-,1,1
3-Feb-11,3-Feb-11,,"Waziriya, northeast Baghdad",army and police patrols,roadside bombs,1,2
3-Feb-11,3-Feb-11,AM,"al-Ghazaliyah, west Baghdad","Anwar Abdulhameed, employee of al-Rafidain bank",gunfire,1,1
3-Feb-11,3-Feb-11,AM,New Baghdad,,roadside bomb,2,2
3-Feb-11,3-Feb-11,7:15 PM,Ramadi,,"car bomb, suicide bomber and roadside bomb",8,9
3-Feb-11,3-Feb-11,,"near Mala Safar School, Tuz Khurmatu","Raza and Hadi, sons of police captain Abbas Nuri",drive-by shooting,2,2
3-Feb-11,3-Feb-11,,"Al-Hamzah Al-Sharqi, al-Diwaniyah",crowd demonstrating about deterioration in government services,police gunfire,4,4
1-Feb-11,2-Feb-11,,Taji,intelligence officer,gunfire,1,1
1-Feb-11,2-Feb-11,,"near Baghdad Gate, Taji","Razzaq Qasem Ali, department director at National Intelligence Service",gunfire,1,1
2-Feb-11,2-Feb-11,,"Yarmouk, west Baghdad",Ministry of Agriculture employee and family in car,magnetic bomb attached to car,1,1
2-Feb-11,2-Feb-11,,Baghdad,female employee of Nervous System Department,stabbed,1,1
2-Feb-11,2-Feb-11,,"Rabee'a, northwest of Mosul","police captain, Mutlaq Shimal",gunfire,1,1
2-Feb-11,2-Feb-11,,"Yarmouk, west Baghdad","Alaa Kazem al- Ubaidi, Ministry of Trade employee",magnetic bomb attached to car,1,1
31-Jan-11,31-Jan-11,AM,"Al-Adil, west Baghdad","Malik Abdul-Hussien, engineer working for Ministry of Electricity",gunfire,1,1
31-Jan-11,31-Jan-11,AM,east Baghdad,"Ali al-Shura, member of the Shiite Shabaniya movement",roadside bomb,1,1
29-Jan-11,30-Jan-11,,"al-Shuhada, central Kirkuk","Hilo Nadir, member of Patriotic Union of Kurdistan",gunfire,1,1
30-Jan-11,30-Jan-11,PM,"Amil, southwest Baghdad",airport security guards in car,gunfire,1,1
29-Jan-11,29-Jan-11,,"Mansour, south Mosul",body of man found shot dead,gunfire,1,1
29-Jan-11,29-Jan-11,,"Islah Ziraei, west Mosul",women in home,gunfire,2,2
29-Jan-11,29-Jan-11,,Sa'adiya,man near home,gunfire,1,1
29-Jan-11,29-Jan-11,PM,"Al Ibara, northeast Baquba","Abdul Rahman Jemaa, member of Al Ibara municipal council",gunfire,1,1
29-Jan-11,29-Jan-11,7:20 PM,"near Al-Aza'im restaurant, Mansour, west Baghdad",police Lieutenant Colonel Riyadh Mahmoud Abbas,gunfire,1,1
29-Jan-11,29-Jan-11,6:30 PM,"Utaifiyah, northwest Baghdad",policeman Ali Jasim Mohammed,gunfire,1,1
26-Jan-11,27-Jan-11,,"al-Ghazaliyah, west Baghdad",employee of Ministry of Housing and wife in their car,gunfire,1,2
27-Jan-11,27-Jan-11,,"Hammam al-Alil, south of Mosul",police patrol,roadside bomb,1,1
27-Jan-11,27-Jan-11,,"al-Thawra, west Mosul",man in clashes between police and gunmen,gunfire,1,1
27-Jan-11,27-Jan-11,,"Pirde, 43 km west of Kirkuk",children playing with unexploded material,unexploded ordnance,1,1
27-Jan-11,27-Jan-11,,"Al Amiriya, west Baghdad",Public Integrity Commission employee,gunfire,1,1
27-Jan-11,27-Jan-11,,"Al-Bitra Street, Abu Ghraib","Husayn Ali Ubayd al-Suwidawi, Ministry of Industry and Minerals official",magnetic bomb attached to car,1,1
27-Jan-11,27-Jan-11,1:30-2:00 PM,"Shula, northwest Baghdad",funeral tent,"car bomb, possibly suicide",64,65
27-Jan-11,27-Jan-11,12:00 PM,"al-Jihad, southwest Baghdad",minibus in market,magnetic bomb attached to minibus,2,2
27-Jan-11,27-Jan-11,8:30 AM,"near Rasheed Camp, south Baghdad",police patrol,roadside bomb,1,2
27-Jan-11,27-Jan-11,AM,"near Finance Ministry, Palestine Street, Waziriya, northeast Baghdad",Finance Ministry convoy,roadside bomb,1,1
27-Jan-11,27-Jan-11,10:00 AM,"near former Defence Ministry, Bab al-Muatham, Baghdad",Iraqi army patrol,roadside bomb,1,1
27-Jan-11,27-Jan-11,,"Al-Yarmouk, west Mosul",women in home,gunfire,3,3
26-Jan-11,26-Jan-11,,Mosul,police officer,gunfire,1,1
26-Jan-11,26-Jan-11,,Mosul,retired army colonel in home,gunfire,1,1
26-Jan-11,26-Jan-11,AM,"al-Islah al-Zeraaie, west Mosul",former Bucca detention center detainee,gunfire,1,1
26-Jan-11,26-Jan-11,,Tarmiya,"Mustafa Jasim Ali, Awakening Council member",gunfire,1,1
26-Jan-11,26-Jan-11,,"near Pepsi Cola factory, Rahimawa, Kirkuk","Rizgar Fatih, Kurdish man",Kalashnikov rifles,1,1
26-Jan-11,26-Jan-11,,"al-Maamon, southwest Mosul",home hit,mortar shell,1,1
26-Jan-11,26-Jan-11,,"Badush, west of Mosul",body of man kidnapped from Aski village found shot dead,"gunfire, executed",1,1
26-Jan-11,26-Jan-11,PM,"Nisour Square, west Baghdad","Jamal Sattar Hussein, Foreign Ministry official",gunfire,1,1
26-Jan-11,26-Jan-11,PM,"Kadhimiya, northwest Baghdad","Abdul Jabbar Abdullah, Foreign Ministry official",gunfire,1,1
24-Jan-11,25-Jan-11,,"Otaifeya, northeast Baghdad",,magnetic bomb attached to car,3,3
25-Jan-11,25-Jan-11,,"Uteifiya, northeast Baghdad","car carrying Dr. Laith Khalid Hussein of Al-Madaen hospital, driver killed",gunfire,1,1
25-Jan-11,25-Jan-11,AM,"Islah Ziraei, west Mosul",body of girl found shot dead,gunfire,1,1
25-Jan-11,25-Jan-11,PM,"Alawi, central Baghdad","Durayd Ismael Ibrahim, Ministry of National Security employee",drive-by shooting,1,1
24-Jan-11,24-Jan-11,,"Maamoon, west Mosul",police patrol,roadside bomb,1,1
24-Jan-11,24-Jan-11,AM,"near al-Humiera, Riyadh",Awakening Council members Qatia Saad Jouri al-Obaiki and Muhammed Fanar al-Obaidi in car,"gunfire, tortured, executed",2,2
24-Jan-11,24-Jan-11,7:00-8:30 AM,"Ibrahimiya, 5 km east of Karbala",parking lot for buses carrying Shiite pilgrims,car bombs,10,10
24-Jan-11,24-Jan-11,9:00 AM-12:00 PM,"Al-Daoum/al-Hindiya, east of Karbala",Shiite pilgrims in parking lot,car bomb,23,23
24-Jan-11,24-Jan-11,PM,Falluja,"Ali Mohammed al-Alwani, Sunni imam of al-Tawfiq mosque",drive-by shooting,1,1
24-Jan-11,24-Jan-11,PM,"Amil, southwest Baghdad","Colonel Ra'ad Fakhri Farhan, Embassies' Protection Force member",gunfire,1,1
24-Jan-11,24-Jan-11,,"Kharand Valley, Ruwanduz, 60km northeast of Erbil","body of Othman Mahmoud, missing primary school teacher",gunfire,1,1
23-Jan-11,23-Jan-11,,Taji,farmer and son,car bomb,2,2
23-Jan-11,23-Jan-11,10:00 AM,"Moheet St., Kadhimiya, northwest Baghdad",buses carrying Iranian pilgrims,car bomb,1,1
23-Jan-11,23-Jan-11,,"near Wafaa school, Tarmiya",Awakening Council member or army patrol,roadside bomb,1,2
23-Jan-11,23-Jan-11,,"near Dyana Hotel, Abu Nawas Street, central Baghdad",,car bomb,1,1
23-Jan-11,23-Jan-11,7:00 AM,"Ilaam/Al-Alam, southwest Baghdad",police patrol,roadside bomb,2,2
22-Jan-11,22-Jan-11,,southeast of Mosul,bodies of men aged 30 to 40 found shot dead,gunfire,2,2
21-Jan-11,21-Jan-11,,north of Mosul,"clashes between Iraqi army and gunmen, child killed",gunfire,1,1
20-Jan-11,20-Jan-11,,"Al Rasheed vegetable market, Dora, south Baghdad",Shiite pilgrims,roadside bomb,1,1
20-Jan-11,20-Jan-11,10:20 AM,Baquba,police headquarters,suicide car bomb,3,3
20-Jan-11,20-Jan-11,,"near Dahlakiyya, Kanaan",Shiite pilgrims,roadside bomb,1,1
20-Jan-11,20-Jan-11,3:00-3:20 PM,Karbala,Shiite pilgrims,"car bombs, possibly suicide",32,56
19-Jan-11,19-Jan-11,,"Firyadi, central Kirkuk",,celebratory gunfire,1,1
19-Jan-11,19-Jan-11,,"Al-Yarmouk, west Mosul",man near home,gunfire,1,1
19-Jan-11,19-Jan-11,,"al-Ghalbiya, south of Baquba","convoy carrying Sadiq al-Husseini, deputy council leader and Shiite pilgrims",suicide car bomb,2,3
19-Jan-11,19-Jan-11,10:00 AM,central Baquba,Facilities Protection Service headquarters,gunfire and suicide ambulance bomb,14,15
18-Jan-11,18-Jan-11,,"Sinaa Qadima, west Mosul","clashes between police and gunmen, civilian killed",gunfire,1,1
18-Jan-11,18-Jan-11,PM,"Dawra, west Mosul",police,gunfire,2,2
18-Jan-11,18-Jan-11,10:15 AM,"Sahat al-Ihtifalat, Tikrit",potential police recruits and police,suicide bomber,64,65
17-Jan-11,17-Jan-11,PM,"Al-Mafraq, west Baquba",police Captain Ibrahim al-Azzawi,magnetic bomb attached to car,1,1
17-Jan-11,17-Jan-11,,"al-Aasriya, al-Askandariya",,roadside bomb,1,1
17-Jan-11,17-Jan-11,,east Mosul,body of man in his 20s found shot dead,gunfire,1,1
17-Jan-11,17-Jan-11,,"Jamiaa, west Baghdad",supermarket owner,bomb in store,1,1
17-Jan-11,17-Jan-11,7:30-8:30 AM,Ramadi,"convoy of Anbar governor Qassem Mohammed Abed, bodyguards killed",suicide car bomb,3,3
16-Jan-11,16-Jan-11,11:00 PM,"al- Baladeyat, east Baghdad",doctor,gunfire,1,1
16-Jan-11,16-Jan-11,PM,"Jargan, Shekhan, Dohuk",bodies of three Yazidi women found shot dead,gunfire,3,3
16-Jan-11,16-Jan-11,,Diyala,people celebrating Iraq football victory,celebratory gunfire,3,3
16-Jan-11,16-Jan-11,AM,"Al-Kamaliya, east Baghdad",Badr Organization building,roadside bomb,1,1
15-Jan-11,15-Jan-11,,"Al-Bayaa, southwest Baghdad",police patrol,roadside bomb,1,1
15-Jan-11,15-Jan-11,AM,"Al-Zahraa, east Mosul",taxi driver,gunfire,1,1
14-Jan-11,14-Jan-11,,central Tikrit,car of municipality worker,magnetic bomb attached to car,1,1
14-Jan-11,14-Jan-11,,southeast Mosul,off-duty policeman,magnetic bomb attached to car,1,1
13-Jan-11,13-Jan-11,PM,"al-Alam/al-Sidiyah, west Baghdad",jewellery store owner,gunfire,1,1
13-Jan-11,13-Jan-11,AM,"near Al-Zuwiyah Mosque, Karrada, Baghdad",Shiite mosque,roadside bomb,1,1
13-Jan-11,13-Jan-11,,"near Abdel Qadir Gilani Sunni mosque, central Baghdad",Sunni mosque,roadside bomb,1,1
11-Jan-11,12-Jan-11,,"Jukuk, al Shu'lah, Baghdad",police commissioner,gunfire,1,1
12-Jan-11,12-Jan-11,,"Bob al Sham, Baghdad",body of woman found shot dead,gunfire,1,1
12-Jan-11,12-Jan-11,,"Islah Ziraei, west Mosul",body of woman found shot dead,gunfire,1,1
12-Jan-11,12-Jan-11,,east Mosul,,roadside bomb,1,1
12-Jan-11,12-Jan-11,,east Mosul,former Republican Guard or soldier,gunfire,1,1
12-Jan-11,12-Jan-11,AM,Taji,truck or car driver,magnetic bomb attached to vehicle,1,1
11-Jan-11,11-Jan-11,,Mahmudiya,"minibus, driver killed",bomb on minibus,1,1
11-Jan-11,11-Jan-11,AM,Shirqat,police inspecting or defusing car bomb,car bomb,1,1
10-Jan-11,11-Jan-11,PM,Sa'adiya,policeman Nizar Abdul-Satar,drive-by shooting,1,1
10-Jan-11,10-Jan-11,PM,Iskandariya,body of 50-year-old man found shot dead in Iskandariya,gunfire,1,1
10-Jan-11,10-Jan-11,,"Adan/Jazaier, east Mosul",Shabak doctor or medical assistant,gunfire,1,1
10-Jan-11,10-Jan-11,,"Zohoor Street, al-Jazaer, east Mosul",Shabak man leaving work,gunfire,1,1
10-Jan-11,10-Jan-11,AM,"Corniche road, central Hit",convoy of police chief Mohammed Faisal al-Kuood,roadside bomb,1,1
9-Jan-11,9-Jan-11,PM,"Hurriya, northwest Baghdad","Mohammed Hussein, member of Badr Organisation",drive-by shooting,1,1
7-Jan-11,8-Jan-11,,"Al-Shariqa crossroads, Bayaa, southwest Baghdad","Hussien Isma'eel, Ministry of Health employee",gunfire,1,1
8-Jan-11,8-Jan-11,,"Al-Hashimiya/Hashimiyat, west of Baquba",children or woman and child,bomb in chicken coop,2,2
8-Jan-11,8-Jan-11,,"Shiwasure, Shuwan, 23km east of Kirkuk",body of Salim Sada Habib found shot dead,gunfire,1,1
8-Jan-11,8-Jan-11,7:00 PM,Jalawla,"Adib Adbul-Khaliq, PUK committee member",gunfire,1,1
8-Jan-11,8-Jan-11,AM,Taji,"convoy of anti-terrorism officer, Major General Hatem Saadun, driver killed",gunfire,1,1
8-Jan-11,8-Jan-11,,near Gas Factory in Taji,offf-duty policeman,gunfire,1,1
7-Jan-11,7-Jan-11,AM,"Huseiniyah, northeast Baghdad",family of policeman in home,machine-guns,5,5
7-Jan-11,7-Jan-11,,"Al-Mualimeen/al-Iskan, central Amara",body of young man found shot dead,gunfire,1,1
6-Jan-11,6-Jan-11,,east Mosul,bystander in crossfire between security forces and gunmen,gunfire,1,1
5-Jan-11,5-Jan-11,,"Ghabat al-Karediya, east Kut",bodies of young man and woman found shot dead,gunfire,2,2
5-Jan-11,5-Jan-11,,"al-Jihad, west Kut",woman in home,gunfire,1,1
5-Jan-11,5-Jan-11,,"Islah Ziraei, west Mosul",policeman,gunfire,1,1
5-Jan-11,5-Jan-11,,"Qadisiya, west Baghdad",minibus,magnetic bomb attached to minibus,1,1
5-Jan-11,5-Jan-11,,"Waziriya, northeast Baghdad","Ali Abdul Hussien Hasan Farhoud, Housing Ministry employee",gunfire,1,1
4-Jan-11,4-Jan-11,,"al-Mashrouaa, east Dalouiya",teenage brothers on farm,roadside bomb,2,2
4-Jan-11,4-Jan-11,AM,"Hay al-Shuhada, Abu Ghraib",old woman and son at home,bomb planted at doorway of home,1,1
4-Jan-11,4-Jan-11,,"Al-Muthanna Airport road, central Baghdad","Duha Ali Abd Awn, lawyer",drive-by shooting,1,1
3-Jan-11,3-Jan-11,11:00 AM,"Al-Tikya, central Baquba",police intelligence building,roadside or car bomb and suicide car bomb,1,3
3-Jan-11,3-Jan-11,,"Sarafiya/al-Waziriyah, northeast Baghdad",policeman Raheem Eleibi in car,gunfire,1,1
3-Jan-11,3-Jan-11,AM,"Karrada, Baghdad","Rafah Butros Toma, Christian, employee in History Dept., Baghdad University",gunfire or stabbed,1,1
2-Jan-11,3-Jan-11,,"near Shorish, south of Chamchamal, 45 km east of Kirkuk","bodies of kidnapped sisters, Shokhan Fadhil and Shadya found shot dead","gunfire, executed",2,2
2-Jan-11,2-Jan-11,,Amara,body of girl found stabbed,stabbed,1,1
2-Jan-11,2-Jan-11,,east Baghdad,"Waad Abdul-Hussein, lawyer from Association Defending Iraqi Prisoners",gunfire,1,1
2-Jan-11,2-Jan-11,8:00 PM,"al-Qanat Street, east Baghdad",traffic police Colonel Imad Ahmed,drive-by shooting,1,1
2-Jan-11,2-Jan-11,,east Kirkuk,body of man found tortured and strangled,"tortured, strangled, executed",1,1
2-Jan-11,2-Jan-11,,Baghdad Jadeeda,policeman in car,gunfire,1,1
2-Jan-11,2-Jan-11,,Baghdad,policeman,gunfire,1,1
2-Jan-11,2-Jan-11,PM,"Al-Athba, Qayyarah","Iraqi army patrol, civilian killed",car bomb,1,1
2-Jan-11,2-Jan-11,AM,"Al-Rufei'at, west of Balad","house of judge Hardan Khalaf Jassem, nephew killed",bombs in house,1,1
2-Jan-11,2-Jan-11,AM,"Al-Filahat/Falahat, 12km west of Falluja",police checkpoint,drive-by shooting,1,1
2-Jan-11,2-Jan-11,PM,"Nazim al-Tabaqjali Avenue, Adhamiya, Baghdad","city engineer, Ahmad Razzuqi Mustafa",drive-by shooting,1,1
1-Jan-11,1-Jan-11,,"Baladiyat, east Baghdad","police commissioner, Adel Khamas",gunfire,1,1
1-Jan-11,1-Jan-11,AM,"Mohammed al Qasim Highway, east Baghdad","Lt. Col. Ahsan Fadhil, head of police communications dept. and driver",gunfire,1,2
1-Jan-11,1-Jan-11,AM,Baquba,"wife of Karim Zuhair, district mayor",bomb at home,1,1
31-Dec-10,31-Dec-10,,west of Mosul,police checkpoint,gunfire,1,1
30-Dec-10,30-Dec-10,,north Kirkuk,man in garden of home,-,1,1
29-Dec-10,30-Dec-10,,"Jabara, south of Kifri","Hasan Bakr Saeed, missing Kurdish policeman, found shot dead",gunfire,1,1
30-Dec-10,30-Dec-10,PM,southwest Baghdad,Christian family in home,grenades,2,2
30-Dec-10,30-Dec-10,,"Al-Jughaifi, Falluja",shop selling military equipment,roadside bomb,1,1
30-Dec-10,30-Dec-10,8:00-9:00 PM,"Al-Dareeba Street, Al-Ghadir, east Baghdad",Christian Fawzi Rahim and wife Janet Mekha in home,roadside bomb,2,2
28-Dec-10,28-Dec-10,,"Al-Tahrir, Baquba",minibus hit,roadside bomb,1,1
28-Dec-10,28-Dec-10,,west Mosul,police patrol,car bomb,5,5
28-Dec-10,28-Dec-10,,"Saydiya, southwest Baghdad",man and son in car,drive-by shooting,1,1
28-Dec-10,28-Dec-10,,"Al-Mashahdeh, Al-Tarmia",bodies of 5 men found shot dead,gunfire,5,5
27-Dec-10,27-Dec-10,,"Dujail, south of Tikrit","US military patrol, car of Christian family hit",roadside bomb,1,3
27-Dec-10,27-Dec-10,10:00 PM,"Karrada, Baghdad","Khidr Rasoul Bayiz, Kurdish driver of deputy speaker Aref Taifour",gunfire,1,1
27-Dec-10,27-Dec-10,9:30 AM,"Al-Ziut, Ramadi",government compound,"suicide car bomb, suicide bomber",17,17
25-Dec-10,25-Dec-10,,"al-Sihha tunnel, west Mosul",car driver near army checkpoint,Iraqi army gunfire,1,1
